,video_path,time,species,image_id
24,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,71,Carcharhinus albimarginatus,24
25,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,72,Carcharhinus albimarginatus,25
26,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,73,Carcharhinus albimarginatus,26
27,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,74,Carcharhinus albimarginatus,27
28,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,75,Carcharhinus albimarginatus,28
29,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,76,Carcharhinus albimarginatus,29
30,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,77,Carcharhinus albimarginatus,30
31,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,78,Carcharhinus albimarginatus,31
32,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,79,Carcharhinus albimarginatus,32
33,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,80,Carcharhinus albimarginatus,33
34,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,81,Carcharhinus albimarginatus,34
35,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH010008.MP4,82,Carcharhinus albimarginatus,35
36,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,511,Carcharhinus limbatus,36
37,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,512,Carcharhinus limbatus,37
38,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,513,Carcharhinus limbatus,38
39,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,514,Carcharhinus limbatus,39
40,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,515,Carcharhinus limbatus,40
41,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,516,Carcharhinus limbatus,41
42,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,517,Carcharhinus limbatus,42
43,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,518,Carcharhinus limbatus,43
44,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,519,Carcharhinus limbatus,44
45,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,520,Carcharhinus limbatus,45
46,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,521,Carcharhinus limbatus,46
47,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,522,Carcharhinus limbatus,47
48,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,523,Carcharhinus limbatus,48
49,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,524,Carcharhinus limbatus,49
50,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,525,Carcharhinus limbatus,50
51,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,526,Carcharhinus limbatus,51
52,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,527,Carcharhinus limbatus,52
53,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,528,Carcharhinus limbatus,53
54,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,529,Carcharhinus limbatus,54
55,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,530,Carcharhinus limbatus,55
56,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,531,Carcharhinus limbatus,56
57,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,532,Carcharhinus limbatus,57
58,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,533,Carcharhinus limbatus,58
59,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,534,Carcharhinus limbatus,59
60,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,535,Carcharhinus limbatus,60
61,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,536,Carcharhinus limbatus,61
62,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,537,Carcharhinus limbatus,62
63,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,538,Carcharhinus limbatus,63
64,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,539,Carcharhinus limbatus,64
65,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,540,Carcharhinus limbatus,65
66,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,541,Carcharhinus limbatus,66
67,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,542,Carcharhinus limbatus,67
68,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,543,Carcharhinus limbatus,68
69,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,544,Carcharhinus limbatus,69
70,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,545,Carcharhinus limbatus,70
71,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,546,Carcharhinus limbatus,71
72,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,547,Carcharhinus limbatus,72
73,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,548,Carcharhinus limbatus,73
74,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,549,Carcharhinus limbatus,74
75,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,550,Carcharhinus limbatus,75
76,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,551,Carcharhinus limbatus,76
77,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,552,Carcharhinus limbatus,77
78,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,553,Carcharhinus limbatus,78
79,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,554,Carcharhinus limbatus,79
80,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,555,Carcharhinus limbatus,80
81,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,556,Carcharhinus limbatus,81
82,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,557,Carcharhinus limbatus,82
83,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,558,Carcharhinus limbatus,83
84,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,559,Carcharhinus limbatus,84
85,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,560,Carcharhinus limbatus,85
86,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,561,Carcharhinus limbatus,86
87,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,562,Carcharhinus limbatus,87
88,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,563,Carcharhinus limbatus,88
89,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,564,Carcharhinus limbatus,89
90,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,565,Carcharhinus limbatus,90
91,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,566,Carcharhinus limbatus,91
92,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,567,Carcharhinus limbatus,92
93,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,568,Carcharhinus limbatus,93
94,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,569,Carcharhinus limbatus,94
95,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,586,other,95
96,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,587,other,96
97,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,588,other,97
98,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH020008.MP4,589,other,98
99,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,195,Carcharhinus galapaguensis,99
100,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,196,Carcharhinus galapaguensis,100
101,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,197,Carcharhinus galapaguensis,101
102,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,198,Carcharhinus galapaguensis,102
103,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,199,Carcharhinus galapaguensis,103
104,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,200,Carcharhinus galapaguensis,104
105,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,201,Carcharhinus galapaguensis,105
106,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,202,Carcharhinus galapaguensis,106
107,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,344,other,107
108,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,345,other,108
109,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,346,other,109
110,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3L_2023-04-18/100GOPRO/GH050008.MP4,347,other,110
111,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,92,Carcharhinus falciformis,111
112,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,93,Carcharhinus falciformis,112
113,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,94,Carcharhinus falciformis,113
114,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,95,Carcharhinus falciformis,114
115,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,67,Carcharhinus albimarginatus,115
116,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,68,Carcharhinus albimarginatus,116
117,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,69,Carcharhinus albimarginatus,117
118,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,70,Carcharhinus albimarginatus,118
119,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,71,Carcharhinus albimarginatus,119
120,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,72,Carcharhinus albimarginatus,120
121,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,73,Carcharhinus albimarginatus,121
122,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,74,Carcharhinus albimarginatus,122
123,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,75,Carcharhinus albimarginatus,123
124,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,76,Carcharhinus albimarginatus,124
125,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,77,Carcharhinus albimarginatus,125
126,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,78,Carcharhinus albimarginatus,126
127,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,79,Carcharhinus albimarginatus,127
128,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,80,Carcharhinus albimarginatus,128
129,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,81,Carcharhinus albimarginatus,129
130,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH010006.MP4,82,Carcharhinus albimarginatus,130
131,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,511,Carcharhinus limbatus,131
132,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,512,Carcharhinus limbatus,132
133,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,513,Carcharhinus limbatus,133
134,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,514,Carcharhinus limbatus,134
135,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,515,Carcharhinus limbatus,135
136,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,516,Carcharhinus limbatus,136
137,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,517,Carcharhinus limbatus,137
138,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,518,Carcharhinus limbatus,138
139,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,519,Carcharhinus limbatus,139
140,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,520,Carcharhinus limbatus,140
141,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,521,Carcharhinus limbatus,141
142,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,522,Carcharhinus limbatus,142
143,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,523,Carcharhinus limbatus,143
144,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,524,Carcharhinus limbatus,144
145,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,525,Carcharhinus limbatus,145
146,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,526,Carcharhinus limbatus,146
147,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,527,Carcharhinus limbatus,147
148,/Volumes/Expansion/Expedicion Revillagigedo/18-04-23_San Benedicto/Boiler/SB_S004_F3R_2023-04-18/100GOPRO/GH020006.MP4,528,Carcharhinus limbatus,148
